timestamp,machine_id,plant,production_line,temperature_C,vibration_mm_s,pressure_bar,rpm,current_A,voltage_V,oil_level_pct,noise_dB,humidity_pct,coolant_temp_C,fault_code,sensor_status
2024-01-01 00:06:28,MCH-036,Plant-B,LINE-4,88.95,3.984,4.99,1530,6.72,395.7,45.7,81.9,75.9,36.84,NONE,OK
2024-01-01 00:06:47,MCH-040,Plant-C,LINE-9,59.27,2.111,7.89,1801,3.12,417.4,34.4,89.7,75.5,48.85,NONE,OK
2024-01-01 00:07:02,MCH-024,Plant-C,LINE-4,78.12,2.865,5.64,1493,10.06,415.7,91.1,71.0,71.0,53.15,NONE,OK
2024-01-01 00:07:48,MCH-003,Plant-B,LINE-10,82.16,4.564,8.27,1619,13.75,386.6,49.1,62.7,34.8,22.83,F001,OK
2024-01-01 00:08:13,MCH-022,Plant-C,LINE-8,58.85,1.59,4.13,1232,15.08,401.2,55.5,58.3,67.8,52.99,NONE,OK
2024-01-01 00:08:31,MCH-002,Plant-A,LINE-7,85.59,2.567,5.4,1174,8.22,397.3,36.6,70.9,34.1,34.09,NONE,OK
2024-01-01 00:09:00,MCH-024,Plant-B,LINE-3,111.45,0.163,6.19,1712,7.0,362.9,68.6,68.1,35.2,52.47,NONE,OK
2024-01-01 00:09:32,MCH-044,Plant-B,LINE-7,95.48,3.566,5.01,1638,9.83,413.1,55.2,78.5,38.1,61.96,NONE,OK
2024-01-01 00:10:06,MCH-030,Plant-C,LINE-7,77.43,5.023,6.45,1498,9.78,424.7,35.4,80.6,64.5,29.1,NONE,OK
2024-01-01 00:10:37,MCH-038,Plant-B,LINE-10,70.78,3.188,5.98,1275,12.65,410.0,44.8,61.0,49.2,42.75,NONE,OK
2024-01-01 00:11:16,MCH-002,Plant-A,LINE-3,79.93,4.142,6.19,1936,12.38,396.3,51.3,70.3,72.2,47.58,NONE,OK
2024-01-01 00:11:49,MCH-021,Plant-C,LINE-2,60.37,3.87,5.89,1616,16.4,412.9,26.2,65.5,67.3,56.9,NONE,OK
2024-01-01 00:12:00,MCH-033,Plant-C,LINE-9,67.84,1.652,4.56,1312,10.76,404.7,24.1,74.1,68.4,35.66,NONE,OK
2024-01-01 00:12:47,MCH-012,Plant-B,LINE-1,45.57,2.889,6.47,1461,8.01,419.9,99.4,52.2,76.5,40.85,NONE,OK
2024-01-01 00:13:06,MCH-022,Plant-B,LINE-7,81.52,3.093,6.31,1158,12.92,403.5,94.2,60.3,59.7,34.15,NONE,OK
2024-01-01 00:13:52,MCH-044,Plant-B,LINE-4,69.94,1.1,4.99,1474,9.1,400.0,67.5,67.9,72.7,50.68,NONE,OK
2024-01-01 00:14:20,MCH-025,Plant-C,LINE-2,84.27,4.234,8.37,1357,9.15,399.5,39.6,77.1,42.8,20.0,NONE,OK
2024-01-01 00:14:52,MCH-049,Plant-B,LINE-2,76.8,1.894,6.97,1927,17.1,397.2,38.6,66.6,75.9,54.64,NONE,OK
2024-01-01 00:15:17,MCH-027,Plant-A,LINE-8,59.84,2.24,7.58,1602,14.79,405.6,55.2,79.8,77.0,51.09,NONE,OK
2024-01-01 00:15:43,MCH-042,Plant-B,LINE-7,78.01,2.184,5.29,944,10.72,415.0,50.9,62.6,49.5,38.48,NONE,OK
2024-01-01 00:16:07,MCH-028,Plant-B,LINE-7,64.3,2.545,3.04,1818,17.47,389.1,78.6,70.6,46.7,40.63,NONE,OK
2024-01-01 00:16:44,MCH-016,Plant-C,LINE-5,99.83,6.016,9.12,1531,14.49,408.4,52.6,66.0,44.9,44.61,NONE,OK
2024-01-01 00:17:18,MCH-015,Plant-B,LINE-10,62.35,1.772,6.75,1758,13.16,430.6,96.4,80.9,54.0,30.4,NONE,OK
2024-01-01 00:17:38,MCH-047,Plant-C,LINE-8,67.95,0.645,7.05,1506,9.97,390.2,40.2,84.0,63.1,45.17,F004,OK
2024-01-01 00:18:25,MCH-044,Plant-B,LINE-2,59.8,2.696,6.98,1480,5.82,409.3,22.1,78.9,55.3,45.11,F004,OK
2024-01-01 00:18:57,MCH-003,Plant-A,LINE-2,58.5,1.464,7.1,1283,9.43,399.0,68.3,82.9,56.4,35.72,NONE,OK
2024-01-01 00:19:00,MCH-037,Plant-A,LINE-5,75.45,2.01,4.9,1581,10.53,385.7,99.0,70.9,33.0,59.96,NONE,OK
2024-01-01 00:19:54,MCH-007,Plant-C,LINE-1,56.32,3.244,4.96,1668,8.41,382.8,88.1,64.8,74.9,28.08,F004,OK
2024-01-01 00:20:25,MCH-021,Plant-C,LINE-6,72.18,1.195,4.96,1099,12.37,407.2,20.4,68.4,38.7,39.17,F005,OK
2024-01-01 00:20:35,MCH-009,Plant-B,LINE-4,81.45,2.063,7.33,1286,5.89,387.3,66.0,62.6,66.1,65.16,F003,OK
2024-01-01 00:21:22,MCH-039,Plant-B,LINE-6,68.65,2.852,4.68,1204,15.99,408.5,56.3,74.9,45.1,31.23,NONE,OK
2024-01-01 00:21:43,MCH-018,Plant-A,LINE-7,41.96,1.566,4.21,1807,10.63,401.0,81.5,68.3,53.5,54.02,NONE,OK
2024-01-01 00:22:10,MCH-004,Plant-B,LINE-3,95.01,2.453,5.54,1674,14.22,419.0,40.2,64.0,30.4,40.83,NONE,OK
2024-01-01 00:22:38,MCH-025,Plant-A,LINE-8,79.0,2.851,6.09,1378,14.18,390.9,39.5,72.3,70.8,54.26,NONE,OK
2024-01-01 00:23:04,MCH-014,Plant-C,LINE-7,79.18,2.36,6.43,1665,8.3,389.9,45.3,55.6,78.1,44.58,F004,OK
2024-01-01 00:23:36,MCH-050,Plant-B,LINE-1,71.52,2.688,5.77,1176,6.78,411.7,39.7,74.0,36.2,51.86,F001,OK
2024-01-01 00:24:30,MCH-009,Plant-C,LINE-6,87.16,2.928,7.23,1511,10.08,397.2,21.8,58.4,39.6,44.43,NONE,OK
2024-01-01 00:24:54,MCH-026,Plant-B,LINE-7,89.07,1.692,8.25,1637,13.13,409.1,70.3,72.1,33.6,45.54,NONE,OK
2024-01-01 00:25:10,MCH-002,Plant-A,LINE-4,90.57,0.738,6.57,1342,12.41,413.0,69.0,73.7,33.9,44.29,NONE,OK
2024-01-01 00:25:33,MCH-020,Plant-C,LINE-2,79.03,1.257,8.24,1448,15.5,415.5,88.1,63.3,57.5,46.62,NONE,OK
2024-01-01 00:26:02,MCH-028,Plant-C,LINE-10,54.36,1.062,7.32,1551,13.18,387.3,75.8,69.1,38.2,42.36,NONE,OK
2024-01-01 00:26:42,MCH-047,Plant-B,LINE-9,81.08,3.979,5.07,1681,13.4,396.9,71.3,72.9,41.1,46.32,NONE,WARNING
2024-01-01 00:27:03,MCH-007,Plant-C,LINE-7,79.01,0.417,5.23,1145,9.57,382.6,38.6,63.4,52.6,35.17,NONE,OK
2024-01-01 00:27:41,MCH-044,Plant-A,LINE-1,66.77,3.254,5.15,1416,11.24,412.9,79.2,76.8,54.0,32.79,F002,OK
2024-01-01 00:28:27,MCH-008,Plant-C,LINE-8,62.97,1.679,6.21,1266,11.32,398.6,88.4,85.2,44.4,34.95,NONE,WARNING
2024-01-01 00:28:41,MCH-047,Plant-C,LINE-3,83.15,3.742,6.08,1559,13.85,376.2,55.5,71.6,79.1,56.77,F001,CRITICAL
2024-01-01 00:29:19,MCH-035,Plant-B,LINE-4,73.86,1.994,7.39,1389,14.26,411.7,63.2,80.2,35.7,44.45,NONE,OK
2024-01-01 00:29:38,MCH-014,Plant-C,LINE-5,69.15,2.537,6.26,1613,11.3,409.0,82.7,74.1,39.6,37.55,NONE,OK
2024-01-01 00:30:25,MCH-017,Plant-B,LINE-1,100.09,3.121,6.87,1181,11.4,390.1,57.2,70.0,51.5,55.11,NONE,OK
2024-01-01 00:30:31,MCH-036,Plant-B,LINE-6,85.07,4.005,4.75,1355,13.05,398.1,73.3,72.1,44.5,37.55,F002,OK
2024-01-01 00:31:23,MCH-050,Plant-C,LINE-10,81.52,1.816,6.86,1851,17.8,406.3,37.2,70.2,71.6,25.52,NONE,OK
2024-01-01 00:31:44,MCH-040,Plant-A,LINE-6,93.28,1.76,5.78,1409,6.78,410.8,66.7,74.1,38.8,46.51,NONE,CRITICAL
2024-01-01 00:32:17,MCH-004,Plant-B,LINE-2,79.96,3.114,5.67,1666,9.23,393.8,23.0,74.0,65.7,40.29,NONE,OK
2024-01-01 00:32:33,MCH-002,Plant-C,LINE-10,64.44,0.596,5.53,1239,9.35,410.1,36.7,80.7,36.3,34.72,NONE,OK
2024-01-01 00:33:29,MCH-006,Plant-B,LINE-6,69.16,0.439,8.77,1153,8.05,397.6,93.7,67.6,43.4,55.2,NONE,OK
2024-01-01 00:33:42,MCH-042,Plant-A,LINE-8,85.98,2.94,4.73,1731,9.61,404.1,67.6,67.6,67.0,54.69,NONE,WARNING
2024-01-01 00:34:02,MCH-004,Plant-A,LINE-6,84.37,3.303,7.52,1611,13.13,403.1,56.4,79.8,34.4,45.02,NONE,OK
2024-01-01 00:34:47,MCH-029,Plant-B,LINE-4,81.69,2.901,6.43,1366,14.84,381.8,61.8,72.4,75.4,26.86,NONE,WARNING
2024-01-01 00:35:09,MCH-018,Plant-A,LINE-4,57.93,2.383,4.46,1777,12.69,392.9,20.0,71.0,46.1,39.69,NONE,OK
2024-01-01 00:35:56,MCH-026,Plant-C,LINE-9,87.2,1.854,6.05,1326,12.63,387.8,56.8,52.8,46.7,49.27,NONE,WARNING
2024-01-01 00:36:20,MCH-044,Plant-C,LINE-6,74.02,4.405,3.0,1279,9.24,391.9,31.5,84.6,41.7,48.04,NONE,OK
2024-01-01 00:36:49,MCH-034,Plant-B,LINE-8,84.0,4.561,9.08,1453,4.01,403.1,88.7,67.7,73.6,51.31,F002,OK
2024-01-01 00:37:28,MCH-010,Plant-A,LINE-8,62.55,2.629,5.95,1396,13.12,392.2,53.1,74.3,62.0,42.44,NONE,WARNING
2024-01-01 00:37:57,MCH-036,Plant-C,LINE-7,104.49,1.68,8.17,1218,16.0,403.3,38.6,67.8,32.2,38.4,NONE,OK
2024-01-01 00:38:11,MCH-014,Plant-C,LINE-3,78.71,1.289,8.52,1427,14.88,388.9,60.9,77.6,75.8,48.1,NONE,OK
2024-01-01 00:38:48,MCH-031,Plant-C,LINE-10,68.74,3.017,5.65,1500,11.72,396.7,49.3,79.4,76.6,47.52,NONE,OK
2024-01-01 00:39:06,MCH-048,Plant-B,LINE-1,84.69,1.026,6.54,1616,12.23,414.8,56.8,64.1,57.5,43.76,NONE,OK
2024-01-01 00:39:52,MCH-015,Plant-B,LINE-5,87.87,1.054,6.78,1982,16.21,391.8,78.1,84.7,45.7,61.65,NONE,OK
2024-01-01 00:40:02,MCH-008,Plant-C,LINE-10,84.51,1.919,9.35,1695,9.91,407.8,60.7,60.2,38.0,44.05,NONE,OK
2024-01-01 00:40:31,MCH-014,Plant-C,LINE-10,60.08,3.109,6.21,1238,10.64,385.3,93.2,71.3,43.1,35.39,NONE,OK
2024-01-01 00:41:21,MCH-023,Plant-A,LINE-2,92.14,4.262,6.42,1995,6.6,408.3,40.5,64.0,73.8,29.41,NONE,OK
2024-01-01 00:41:37,MCH-040,Plant-A,LINE-10,69.83,2.801,4.4,1460,13.4,391.2,46.1,77.3,40.3,40.51,F003,OK
2024-01-01 00:42:24,MCH-021,Plant-A,LINE-2,74.76,3.096,5.16,1516,10.5,392.9,82.2,84.8,37.5,26.57,NONE,OK
2024-01-01 00:42:39,MCH-016,Plant-B,LINE-7,41.87,3.679,5.75,1314,11.1,410.4,82.7,75.0,46.4,50.97,NONE,WARNING
2024-01-01 00:43:02,MCH-045,Plant-C,LINE-3,68.04,3.567,8.45,1448,14.05,376.1,98.1,67.3,45.1,35.63,NONE,WARNING
2024-01-01 00:43:57,MCH-018,Plant-B,LINE-8,67.94,1.838,9.34,1445,9.74,398.2,70.3,65.5,67.0,49.08,NONE,OK
2024-01-01 00:44:07,MCH-047,Plant-C,LINE-9,81.76,3.545,7.25,1586,13.49,409.4,65.9,87.8,49.2,47.77,NONE,OK
2024-01-01 00:44:57,MCH-024,Plant-A,LINE-8,67.13,3.738,7.03,1632,13.65,381.7,67.1,65.5,40.2,60.74,NONE,WARNING
2024-01-01 00:45:03,MCH-026,Plant-A,LINE-6,50.68,2.873,7.53,1374,10.92,398.4,48.9,64.2,37.2,44.25,NONE,OK
2024-01-01 00:45:42,MCH-025,Plant-A,LINE-5,78.66,2.664,5.47,1688,14.52,387.7,50.8,67.7,54.8,61.55,NONE,OK
2024-01-01 00:46:08,MCH-045,Plant-A,LINE-3,71.24,3.219,8.58,1341,11.69,393.1,42.4,68.2,77.4,31.53,NONE,OK
2024-01-01 00:46:44,MCH-041,Plant-C,LINE-3,64.07,3.094,4.35,1673,14.15,401.0,67.8,66.4,50.7,38.84,NONE,OK
2024-01-01 00:47:20,MCH-029,Plant-A,LINE-7,76.31,0.264,5.82,1318,10.15,404.8,87.2,65.4,31.8,43.39,NONE,OK
2024-01-01 00:47:56,MCH-015,Plant-C,LINE-5,48.3,3.015,7.48,1223,13.76,404.7,70.7,70.5,43.7,54.8,F005,OK
2024-01-01 00:48:11,MCH-045,Plant-C,LINE-6,84.31,3.915,5.78,1390,10.94,411.9,57.8,73.1,46.4,69.0,NONE,OK
2024-01-01 00:48:35,MCH-001,Plant-B,LINE-6,72.26,3.686,10.2,1401,13.01,397.6,25.1,73.2,61.0,23.3,NONE,OK
2024-01-01 00:49:11,MCH-025,Plant-A,LINE-9,70.99,2.953,7.5,1253,13.06,393.9,39.8,57.1,73.4,70.6,F003,OK
2024-01-01 00:49:41,MCH-007,Plant-A,LINE-1,89.29,2.678,7.98,1374,10.8,404.0,87.6,65.5,78.2,50.79,NONE,OK
2024-01-01 00:50:06,MCH-009,Plant-B,LINE-8,66.96,2.024,5.36,1342,10.72,410.9,51.7,69.3,41.8,46.39,NONE,OK
2024-01-01 00:50:51,MCH-024,Plant-C,LINE-10,78.88,2.363,7.95,1451,11.36,392.9,90.8,71.6,72.7,43.48,F004,OK
2024-01-01 00:51:08,MCH-001,Plant-A,LINE-5,73.06,3.373,7.72,1559,12.22,402.7,39.4,73.3,34.8,35.48,NONE,CRITICAL
2024-01-01 00:51:52,MCH-044,Plant-C,LINE-6,123.24,2.961,8.85,1434,13.72,404.4,66.1,62.3,58.2,40.74,NONE,WARNING
2024-01-01 00:52:29,MCH-008,Plant-B,LINE-6,82.33,3.584,3.21,1263,12.71,400.3,97.1,71.0,47.3,40.48,F003,OK
2024-01-01 00:52:51,MCH-024,Plant-C,LINE-1,57.88,1.877,5.33,1377,3.0,403.6,64.5,86.7,36.1,34.29,NONE,OK
2024-01-01 00:53:20,MCH-011,Plant-A,LINE-3,101.28,3.8,7.0,1648,14.57,406.9,36.7,67.3,39.7,52.09,NONE,OK
2024-01-01 00:53:32,MCH-017,Plant-C,LINE-6,90.64,1.758,7.05,1317,13.21,402.4,38.4,59.4,43.4,39.88,NONE,OK
2024-01-01 00:54:19,MCH-008,Plant-C,LINE-9,75.67,2.743,6.43,1258,15.53,399.8,32.6,81.4,65.9,48.67,NONE,OK
2024-01-01 00:54:50,MCH-035,Plant-A,LINE-6,68.44,1.826,4.21,1142,14.55,398.7,21.7,71.6,79.5,51.56,NONE,OK
2024-01-01 00:55:05,MCH-035,Plant-A,LINE-6,55.1,2.382,6.79,1313,10.73,410.2,75.4,67.4,31.6,52.06,NONE,CRITICAL
2024-01-01 00:55:47,MCH-033,Plant-C,LINE-1,81.46,4.941,6.96,1615,8.5,403.6,82.6,83.9,70.0,44.52,NONE,OK
2024-01-01 00:56:23,MCH-005,Plant-C,LINE-9,64.87,3.111,6.5,1304,17.42,411.3,85.6,50.0,55.6,40.71,NONE,OK
2024-01-01 00:56:37,MCH-042,Plant-B,LINE-4,61.8,2.77,6.44,1443,15.85,401.2,25.9,67.9,35.8,54.27,NONE,OK
2024-01-01 00:57:05,MCH-039,Plant-A,LINE-2,86.63,4.194,7.91,1352,14.24,406.5,95.4,58.2,41.6,52.43,NONE,OK
2024-01-01 00:57:44,MCH-041,Plant-C,LINE-1,98.17,0.578,6.27,1340,9.61,405.5,69.5,84.5,51.3,41.52,F001,OK
2024-01-01 00:58:12,MCH-028,Plant-A,LINE-3,67.86,2.309,4.62,1713,8.09,394.2,27.1,67.0,66.2,28.48,NONE,OK
2024-01-01 00:58:38,MCH-007,Plant-B,LINE-3,87.09,1.9,8.61,1420,10.7,375.7,26.8,60.3,42.0,23.86,NONE,OK
2024-01-01 00:59:29,MCH-009,Plant-C,LINE-5,78.18,1.471,8.52,1199,14.58,383.6,60.8,58.5,62.0,60.61,NONE,OK
2024-01-01 00:59:50,MCH-008,Plant-C,LINE-1,80.38,0.666,6.44,1145,4.78,408.4,39.5,81.0,43.7,47.03,NONE,OK
2024-01-01 01:00:22,MCH-012,Plant-C,LINE-7,62.72,2.237,7.81,1238,9.82,405.6,39.1,88.0,71.2,34.06,NONE,OK
2024-01-01 01:00:47,MCH-034,Plant-A,LINE-1,71.81,3.332,4.21,1215,20.03,400.0,20.9,70.3,45.3,26.69,NONE,OK
2024-01-01 01:01:07,MCH-033,Plant-B,LINE-4,58.55,2.324,6.28,1622,10.93,402.5,58.6,72.3,71.1,57.19,NONE,WARNING
2024-01-01 01:01:51,MCH-048,Plant-A,LINE-6,56.66,3.459,3.93,1408,12.11,393.3,26.9,67.2,46.1,43.17,NONE,OK
2024-01-01 01:02:10,MCH-023,Plant-C,LINE-1,82.77,2.586,8.19,1463,11.92,392.7,26.1,79.5,57.4,56.92,NONE,OK
2024-01-01 01:02:56,MCH-024,Plant-B,LINE-7,67.14,3.899,4.26,1400,17.17,397.2,32.7,66.3,69.5,42.03,F002,WARNING
2024-01-01 01:03:24,MCH-037,Plant-C,LINE-10,61.27,1.897,5.88,1410,11.03,408.0,20.9,64.4,34.8,66.45,NONE,OK
2024-01-01 01:03:54,MCH-035,Plant-C,LINE-7,56.86,0.253,6.82,1638,6.61,410.4,28.3,67.9,38.4,56.53,F003,OK
2024-01-01 01:04:01,MCH-044,Plant-A,LINE-3,52.29,0.604,7.74,1653,15.09,403.3,67.5,77.3,77.8,32.01,NONE,OK
2024-01-01 01:04:37,MCH-040,Plant-C,LINE-4,45.65,1.903,7.29,1808,8.79,401.0,40.5,77.7,39.1,60.4,NONE,CRITICAL
2024-01-01 01:05:26,MCH-022,Plant-B,LINE-6,76.66,1.444,8.21,1274,7.52,399.5,25.5,61.3,74.9,33.18,NONE,OK
2024-01-01 01:05:31,MCH-027,Plant-C,LINE-7,35.59,1.791,7.71,1372,16.58,396.1,30.8,70.8,55.7,48.93,NONE,OK
2024-01-01 01:06:25,MCH-035,Plant-C,LINE-4,82.07,3.866,8.46,1489,14.23,380.2,23.5,51.2,35.4,53.52,F004,OK
2024-01-01 01:06:40,MCH-001,Plant-A,LINE-10,81.96,0.699,3.87,1765,10.9,408.7,82.2,62.3,53.8,40.57,NONE,OK
2024-01-01 01:07:12,MCH-035,Plant-B,LINE-9,73.51,4.31,5.77,1311,15.46,406.9,64.9,68.9,58.0,32.07,NONE,OK
2024-01-01 01:07:38,MCH-037,Plant-A,LINE-9,76.11,1.533,7.18,1639,14.93,402.9,57.9,64.1,37.7,29.15,NONE,OK
2024-01-01 01:08:02,MCH-047,Plant-C,LINE-9,70.72,1.007,8.86,1328,9.95,406.2,89.9,72.1,68.2,42.13,NONE,OK
2024-01-01 01:08:36,MCH-014,Plant-A,LINE-10,78.38,2.334,5.74,1645,12.57,417.6,26.4,82.9,35.8,52.2,NONE,CRITICAL
2024-01-01 01:09:29,MCH-003,Plant-A,LINE-6,78.2,4.299,9.45,1469,11.68,394.9,23.0,74.3,35.2,49.81,NONE,OK
2024-01-01 01:10:00,MCH-001,Plant-A,LINE-2,94.52,1.645,7.03,1241,10.01,403.1,53.9,85.2,58.7,46.6,NONE,OK
2024-01-01 01:10:18,MCH-005,Plant-A,LINE-2,97.99,1.779,5.43,1426,12.13,387.6,41.1,68.3,71.7,45.04,NONE,OK
2024-01-01 01:10:58,MCH-026,Plant-C,LINE-4,97.53,1.859,4.77,1573,14.3,417.4,58.1,69.9,60.7,45.57,NONE,OK
2024-01-01 01:11:22,MCH-014,Plant-C,LINE-9,63.03,3.88,7.6,874,9.2,400.8,92.3,77.9,32.3,33.05,NONE,OK
2024-01-01 01:11:40,MCH-039,Plant-B,LINE-3,86.37,1.965,5.54,1632,14.47,379.9,55.7,83.1,51.9,65.06,NONE,OK
2024-01-01 01:12:06,MCH-027,Plant-A,LINE-6,82.59,3.035,6.09,1157,6.43,396.3,33.7,76.4,66.1,53.43,NONE,OK
2024-01-01 01:12:50,MCH-009,Plant-A,LINE-2,65.27,2.645,6.74,1406,12.66,413.0,83.8,79.5,43.2,54.6,NONE,WARNING
2024-01-01 01:13:15,MCH-015,Plant-B,LINE-1,61.7,2.368,6.8,1428,9.79,407.3,51.1,70.7,64.8,39.4,NONE,OK
2024-01-01 01:13:42,MCH-015,Plant-A,LINE-5,69.35,1.902,9.37,904,16.73,416.5,80.4,62.5,49.7,43.49,NONE,OK
2024-01-01 01:14:28,MCH-026,Plant-B,LINE-8,59.09,4.863,7.09,1327,7.16,398.9,31.3,78.3,78.3,41.41,NONE,OK
2024-01-01 01:14:59,MCH-042,Plant-C,LINE-10,54.16,5.85,5.59,1534,11.28,408.3,47.0,68.8,54.2,45.97,NONE,OK
2024-01-01 01:15:20,MCH-013,Plant-B,LINE-10,82.46,1.44,5.38,1823,9.5,403.7,21.8,71.7,72.5,56.22,F002,OK
2024-01-01 01:15:44,MCH-032,Plant-A,LINE-2,75.49,1.214,9.0,1615,10.3,403.5,38.8,57.8,47.4,49.94,NONE,OK
2024-01-01 01:16:04,MCH-039,Plant-B,LINE-10,75.41,2.549,5.73,1631,8.59,390.2,71.8,89.1,67.0,26.8,NONE,OK
2024-01-01 01:16:38,MCH-049,Plant-C,LINE-9,88.9,0.228,7.38,1018,12.52,369.3,43.5,78.6,46.3,53.33,F001,OK
2024-01-01 01:17:04,MCH-032,Plant-A,LINE-8,72.06,2.558,6.79,1390,12.68,399.4,31.1,83.3,44.2,22.5,NONE,OK
2024-01-01 01:17:37,MCH-004,Plant-C,LINE-3,87.46,4.909,7.13,1814,6.81,379.0,24.5,82.5,38.8,45.56,F001,OK
2024-01-01 01:18:23,MCH-030,Plant-C,LINE-1,63.92,1.781,8.6,1650,13.87,406.0,68.2,72.7,62.0,41.7,NONE,OK
2024-01-01 01:18:47,MCH-037,Plant-B,LINE-4,63.82,3.797,6.92,1348,7.24,395.8,26.2,54.2,53.9,37.96,NONE,OK
2024-01-01 01:19:17,MCH-023,Plant-C,LINE-8,75.21,4.263,7.73,1473,12.09,391.6,83.9,72.3,48.0,23.62,NONE,OK
2024-01-01 01:19:38,MCH-039,Plant-A,LINE-3,106.82,1.466,6.96,1646,17.29,391.4,48.6,66.4,32.8,43.29,NONE,OK
2024-01-01 01:20:23,MCH-045,Plant-C,LINE-10,94.28,2.714,5.82,1641,9.42,400.8,44.4,83.1,63.0,42.77,F001,OK
2024-01-01 01:20:48,MCH-015,Plant-C,LINE-2,91.47,2.925,7.24,1425,11.1,409.6,70.0,77.6,64.3,35.11,NONE,OK
2024-01-01 01:21:13,MCH-043,Plant-B,LINE-7,54.42,3.375,5.52,1401,9.63,397.0,64.5,74.8,46.0,44.75,NONE,OK
2024-01-01 01:21:58,MCH-029,Plant-C,LINE-4,77.18,3.462,4.75,1538,9.99,392.4,99.0,63.8,63.0,39.67,NONE,OK
2024-01-01 01:22:18,MCH-036,Plant-B,LINE-6,87.32,3.847,7.37,1645,12.93,392.6,24.1,64.5,74.0,47.82,F002,OK
2024-01-01 01:22:42,MCH-013,Plant-B,LINE-5,106.28,1.561,7.2,1372,16.84,416.2,88.1,58.5,47.4,47.01,NONE,WARNING
2024-01-01 01:23:11,MCH-032,Plant-A,LINE-2,49.74,2.709,7.04,1080,11.89,399.5,68.0,63.3,66.0,46.95,NONE,CRITICAL
2024-01-01 01:23:37,MCH-007,Plant-A,LINE-10,85.96,4.279,6.47,1434,15.58,372.6,90.6,71.4,72.3,56.77,NONE,OK
2024-01-01 01:24:04,MCH-022,Plant-A,LINE-2,90.97,4.409,6.39,1197,9.82,396.1,75.5,65.1,51.9,25.54,NONE,OK
2024-01-01 01:24:46,MCH-028,Plant-A,LINE-9,81.78,2.77,4.87,1837,15.33,385.7,81.0,74.4,37.7,39.8,NONE,OK
2024-01-01 01:25:15,MCH-002,Plant-B,LINE-10,54.75,1.862,3.71,1259,16.99,393.8,82.9,77.8,32.0,36.45,NONE,OK
2024-01-01 01:25:32,MCH-042,Plant-C,LINE-2,78.8,3.742,7.83,1426,15.66,388.2,21.2,75.0,67.0,45.15,NONE,OK
2024-01-01 01:26:24,MCH-045,Plant-A,LINE-8,81.43,3.143,7.81,1308,14.19,419.1,87.1,87.7,56.1,55.8,NONE,OK
2024-01-01 01:26:31,MCH-006,Plant-A,LINE-8,77.67,3.118,6.12,1346,13.9,403.2,74.3,69.9,38.8,59.3,NONE,OK
2024-01-01 01:27:27,MCH-028,Plant-A,LINE-1,64.73,3.431,8.71,1617,9.72,410.7,95.8,82.0,30.6,37.81,NONE,OK
2024-01-01 01:27:33,MCH-028,Plant-C,LINE-1,62.87,1.359,7.25,1661,7.57,418.9,30.7,82.4,51.3,46.54,NONE,OK
2024-01-01 01:28:04,MCH-044,Plant-A,LINE-4,81.84,3.517,7.01,1581,13.99,402.9,93.7,60.6,51.5,56.84,NONE,OK
2024-01-01 01:28:50,MCH-044,Plant-C,LINE-2,64.85,2.685,9.53,1644,9.64,425.5,88.4,75.6,78.6,30.5,NONE,OK
